"tier","source_bucket","rank_in_tier","bgg_id","name","current_rating","num_plays","collection","previously_owned","want_to_play","want_to_buy","collection_to_exit","collection_status","players","complexity","bgg_rating","bgg_comment","notes","bgg_game_url"
"D","6","52","126042","Nations","5.261","1","False","False","False","False","False","NotOwned","1-5","3.54","7.58909","","","https://boardgamegeek.com/boardgame/126042"
"D","6","53","255692","New Frontiers","5.246","1","False","False","False","False","False","NotOwned","2-5","2.9612","7.38376","","","https://boardgamegeek.com/boardgame/255692"
"D","6","54","162041","Ninja Taisen","5.232","1","False","True","False","False","False","NotOwned","2","1.4783","6.30156","","","https://boardgamegeek.com/boardgame/162041"
"D","6","55","270445","Omerta","5.217","1","False","False","False","False","False","NotOwned","3-5","1.3333","7.05463","","","https://boardgamegeek.com/boardgame/270445"
"D","6","56","147949","One Night Ultimate Werewolf","5.203","1","False","False","False","False","False","NotOwned","3-10","1.3825","7.03163","","","https://boardgamegeek.com/boardgame/147949"
"D","6","57","170199","Solarius Mission","5.188","1","False","False","False","False","False","NotOwned","2-4","3.9268","7.15903","","","https://boardgamegeek.com/boardgame/170199"
"D","6","58","419143","Spectrum","5.174","1","False","False","False","False","False","NotOwned","2-8","1","7.38421","Not bad!","","https://boardgamegeek.com/boardgame/419143"
"D","6","59","244522","That's Pretty Clever!","5.159","1","False","False","False","False","False","NotOwned","1-4","1.8519","7.55004","","","https://boardgamegeek.com/boardgame/244522"
"D","6","60","204574","The Flow of History","5.145","1","False","False","False","False","False","NotOwned","2-5","2.5686","6.7154","","","https://boardgamegeek.com/boardgame/204574"
"D","6","61","257283","Tiny Epic Mechs","5.13","1","False","False","False","False","False","NotOwned","1-4","2.5741","6.66999","","","https://boardgamegeek.com/boardgame/257283"
"D","6","62","244654","Wildlands","5.116","1","False","False","False","False","False","NotOwned","2-4","2.2466","7.25474","","","https://boardgamegeek.com/boardgame/244654"
"D","6","63","115105","Kittens in a Blender","5.101","1","False","True","False","False","False","NotOwned","2-4","1.1154","5.63347","","","https://boardgamegeek.com/boardgame/115105"
"D","6","64","356123","Turing Machine","5.087","8","False","False","False","False","False","NotOwned","1-4","2.5314","7.59662","","","https://boardgamegeek.com/boardgame/356123"
"D","6","65","378848","Camel Up: The Card Game","5.072","0","True","False","False","False","False","Owned","2-6","2.0588","6.77173","","","https://boardgamegeek.com/boardgame/378848"
"D","6","66","303734","Golems","5.058","2","False","False","False","False","False","NotOwned","1-2","1.75","6.07951","","","https://boardgamegeek.com/boardgame/303734"
"D","6","67","302520","Hues and Cues","5.043","2","False","False","False","False","False","NotOwned","3-10","1.0603","6.43818","","","https://boardgamegeek.com/boardgame/302520"
"D","6","68","204583","Kingdomino","5.029","2","False","False","False","False","False","NotOwned","2-4","1.2386","7.28769","","","https://boardgamegeek.com/boardgame/204583"
"D","6","69","73761","K2","5.014","1","False","False","False","False","False","NotOwned","1-5","2.2475","6.99606","","","https://boardgamegeek.com/boardgame/73761"
"D","6","70","180974","Potion Explosion","5","1","False","False","False","False","False","NotOwned","2-4","1.7799","7.12183","","","https://boardgamegeek.com/boardgame/180974"
"F","5","1","4279","Flux","4.999","3","True","False","False","False","False","Owned","2-6","1.3846","5.45619","","","https://boardgamegeek.com/boardgame/4279"
"F","5","2","247567","D-Day Dice Pocket","4.832","1","True","False","False","False","False","Owned","1-8","1.125","6.36716","","","https://boardgamegeek.com/boardgame/247567"
"F","5","3","163170","Firefly: Shiny Dice","4.666","1","True","False","False","False","True","OwnedToExit","1-5","1.875","5.45918","","","https://boardgamegeek.com/boardgame/163170"
"F","5","4","136063","Forbidden Desert","4.499","1","True","False","False","False","False","Owned","2-5","2.0413","7.0592","","","https://boardgamegeek.com/boardgame/136063"
"F","5","5","171226","Starfighter","4.332","1","True","False","False","False","False","Owned","2","2.7742","6.65265","","","https://boardgamegeek.com/boardgame/171226"
"F","5","7","342942","Ark Nova","3.999","3","False","False","False","False","False","NotOwned","1-4","3.7963","8.54058","","","https://boardgamegeek.com/boardgame/342942"
"F","5","8","169426","Roll Player","3.833","2","False","False","False","False","False","NotOwned","1-4","2.4232","7.41879","","","https://boardgamegeek.com/boardgame/169426"
"F","5","9","292032","Funkoverse Strategy Game: Harry Potter 100","3.666","1","False","False","False","False","False","NotOwned","2-4","2.2778","6.55025","","","https://boardgamegeek.com/boardgame/292032"
"F","5","10","194607","Mystic Vale","3.499","1","False","False","False","False","False","NotOwned","2-4","2.26","7.23467","","","https://boardgamegeek.com/boardgame/194607"
"F","5","11","244711","Newton","3.333","1","False","False","False","False","False","NotOwned","1-4","3.3717","7.49874","","","https://boardgamegeek.com/boardgame/244711"
"F","5","12","269385","The Lord of the Rings: Journeys in Middle-Earth","3.166","1","False","True","False","False","False","NotOwned","1-5","2.6978","7.89162","","","https://boardgamegeek.com/boardgame/269385"
"F","5","13","381083","WitchDraft","3","1","False","False","False","False","False","NotOwned","2-5","1.8","6.69445","","","https://boardgamegeek.com/boardgame/381083"
"F","5","14","1927","Munchkin Deluxe","2.833","0","False","True","False","False","False","NotOwned","3-6","1.8177","5.87334","","","https://boardgamegeek.com/boardgame/1927"
"F","5","15","244992","The Mind","2.666","0","False","True","False","False","False","NotOwned","2-4","1.0732","6.71606","","","https://boardgamegeek.com/boardgame/244992"
"F","4","6","194626","Happy Salmon","4.166","1","True","False","False","False","False","Owned","3-8","1.0571","6.64125","","","https://boardgamegeek.com/boardgame/194626"
"F","4","16","2425","Battleship","2.5","2","False","False","False","False","False","NotOwned","2","1.1997","4.75694","","","https://boardgamegeek.com/boardgame/2425"
"F","4","17","244521","Quacks","2.333","2","False","False","False","False","False","NotOwned","2-4","1.9407","7.80441","","","https://boardgamegeek.com/boardgame/244521"
"F","4","18","280748","Escape the Dark Sector","2.166","1","False","True","False","False","False","NotOwned","1-4","2.0976","7.4767","","","https://boardgamegeek.com/boardgame/280748"
"F","4","19","150145","Skull King","2","1","False","False","False","False","False","NotOwned","2-8","1.7331","7.52731","","","https://boardgamegeek.com/boardgame/150145"
"F","3","20","40692","Small World","1.833","2","False","False","False","False","False","NotOwned","2-5","2.3468","7.19134","","","https://boardgamegeek.com/boardgame/40692"
"F","3","21","269207","The Taverns of Tiefenthal","1.666","2","False","False","False","False","False","NotOwned","2-4","2.6872","7.57294","Loads of down time for me. I think the theme did not click.","","https://boardgamegeek.com/boardgame/269207"
"F","3","22","277061","Dino Duel","1.5","1","False","True","False","False","False","NotOwned","2-10","1","6.27727","","","https://boardgamegeek.com/boardgame/277061"
"F","3","23","162886","Spirit Island","1.333","1","False","True","False","False","False","NotOwned","1-4","4.0738","8.34","","","https://boardgamegeek.com/boardgame/162886"
"F","1","24","430616","Chichén Itzá","1.167","0","False","False","False","False","False","NotOwned","2-4","2.875","7.09742","When appropriating a culture, it's good form to respect it. This game misses the mark by mixing in elements that have no place in Maya mythology, like triceratops, 4-leaf clovers, and rubies. The Maya have a rich and deeply symbolic mythology that spans thousands of years, filled with fascinating creatures and deities like the K'iche' Hero Twins, Wayob, and Camazotz. Instead, the game opts for random, misplaced symbols that feel careless and uninformed. If you're going to draw inspiration from a culture, taking the time to understand and honor it should be the minimum standard.","","https://boardgamegeek.com/boardgame/430616"
"F","1","25","329713","Dune: House Secrets","1","0","True","False","False","False","True","OwnedToExit","1-4","1.36","5.01708","","","https://boardgamegeek.com/boardgame/329713"
